['INFO ]2023-08-05 14:15:25,827(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-Please fill out username field
['WARN ]2023-08-15 15:01:31,084(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['INFO ]2023-08-15 15:01:31,594(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is in queue module to test Queue Operations
['WARN ]2023-08-15 15:01:33,643(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:01:39,886(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:01:40,884(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:01:41,929(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:01:46,692(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:02:08,090(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:02:09,200(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:02:10,306(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:02:11,464(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:02:12,559(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:02:13,672(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:02:15,097(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:02:16,194(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:02:17,268(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:02:18,448(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:02:19,666(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-15 15:02:20,821(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['INFO ]2023-08-16 11:30:31,975(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-Please fill out username field
['INFO ]2023-08-16 11:30:32,199(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-Please fill out password  field
['INFO ]2023-08-16 11:30:32,523(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-Please fill out password confirmation field
['INFO ]2023-08-16 11:30:56,504(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-user enters valid username and password for data structure module
['INFO ]2023-08-16 11:30:56,568(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is in home page
['INFO ]2023-08-16 11:30:57,018(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-In the DS Intro Page
['INFO ]2023-08-16 11:30:57,098(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-In the DS Intro Page
['INFO ]2023-08-16 11:30:57,099(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is in Data structures intro page
['INFO ]2023-08-16 11:30:57,457(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is on Time Complexity page
['INFO ]2023-08-16 11:30:59,009(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-Valid DS Intro module outputThe sum of 7 and 9 is 16
['WARN ]2023-08-16 11:30:59,844(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:31:04,275(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:31:06,996(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:31:08,887(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:31:10,897(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:31:15,280(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:31:21,443(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:31:26,158(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:31:29,943(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:31:33,795(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:31:35,632(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['INFO ]2023-08-16 11:31:36,230(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is in linked list module to test introduction link
['WARN ]2023-08-16 11:31:38,006(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['INFO ]2023-08-16 11:31:38,484(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is in linked list module to test creating linked list link
['WARN ]2023-08-16 11:31:40,124(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['INFO ]2023-08-16 11:31:42,966(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is in linked list module to test types of linked list
['WARN ]2023-08-16 11:31:45,904(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['INFO ]2023-08-16 11:31:46,480(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is in linked list module to test implement linked list in python
['WARN ]2023-08-16 11:31:48,494(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['INFO ]2023-08-16 11:31:48,951(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is in linked list module to test traversal
['WARN ]2023-08-16 11:31:50,679(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['INFO ]2023-08-16 11:31:51,093(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is in linked list module to test insertion
['WARN ]2023-08-16 11:31:52,790(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['INFO ]2023-08-16 11:31:53,237(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is in linked list module to test deletion link
['WARN ]2023-08-16 11:31:55,118(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:31:57,137(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['INFO ]2023-08-16 11:31:57,529(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is in queue module to test collections dequeue link
['WARN ]2023-08-16 11:31:59,114(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['INFO ]2023-08-16 11:31:59,501(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is in queue module to test implementation using array
['WARN ]2023-08-16 11:32:01,039(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['INFO ]2023-08-16 11:32:01,412(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-User is in queue module to test Queue Operations
['WARN ]2023-08-16 11:32:03,020(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:08,684(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:09,451(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:10,248(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:14,053(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:30,900(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:31,754(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:32,588(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:33,447(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:34,357(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:35,205(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:36,052(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:36,915(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:37,775(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:38,605(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:39,426(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
['WARN ]2023-08-16 11:32:40,251(yyyy-MM-ddHH:mm:ss.SSS][main]com.qa.util.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 4
